2.06945558	1.04166667	1	1	1	1	1	1
2.06945558	0	1	1	1	1	-1	-1
1.04263566	1.02255639	1	1	1	1	-1	-1
1.04263566	1.02255639	1	1	1	-1	-1	-1
1.04263566	1.02255639	1	1	1	1	-1	-1
1.03041825	1.02255639	1	1	1	-1	-1	-1
1.03041825	2.07811195	1	1	1	-1	-1	-1
1.03041825	1.05555556	1	1	1	1	-1	-1
1.03041825	1.05555556	1	1	1	1	1	-1
1.03041825	1.05555556	1	1	1	1	1	1
0	1.05555556	1	1	1	1	1	1
1.024	0	1	1	1	-1	-1	-1
1.024	1.03937008	1	1	1	1	1	1
1.024	2.09021754	1	1	1	-1	-1	-1
1.024	3.19105788	1	1	1	1	1	-1
1.024	4.21605788	1	1	1	-1	-1	-1
0	4.21605788	-1	1	1	1	1	1
0	4.22430685	-1	-1	-1	1	1	1
0	4.19464583	1	1	1	1	1	1
1.0251046	3.09380549	1	1	1	1	1	-1
1.0251046	2.06880549	1	1	1	1	-1	-1
1.0251046	3.09359888	1	1	1	-1	-1	-1
1.0251046	2.04597983	1	1	1	1	-1	-1
2.04989799	1.02479339	-1	-1	-1	1	1	1
2.04643841	1.02479339	-1	-1	-1	1	1	1
2.04643841	1.02479339	-1	-1	-1	1	1	1
2.04643841	0	-1	1	1	1	1	1
2.04643841	1.0210084	-1	1	1	1	1	1
1.02164502	2.05462185	1	1	1	1	1	-1
0	2.05462185	1	1	1	-1	-1	-1
1.03252033	2.05462185	-1	-1	1	1	1	-1
1.03252033	2.05462185	-1	1	1	1	-1	-1
1.03252033	2.05453395	-1	1	1	1	1	1
1.03252033	1.0209205	-1	-1	-1	1	1	1
2.06180903	1.0209205	-1	-1	-1	1	1	1
1.0292887	1.0209205	-1	-1	1	1	1	1
1.0292887	1.0209205	-1	-1	-1	1	1	-1
1.0292887	1.025	1	1	1	1	1	-1
2.05367894	1.025	1	1	1	1	-1	-1
1.02439024	1.025	1	1	1	-1	-1	-1
1.02439024	1.025	1	1	1	1	1	-1
1.02439024	1.025	1	1	1	1	1	1
2.05307876	0	-1	-1	-1	1	1	1
1.02868852	1.02978723	-1	-1	-1	1	1	1
1.02868852	2.05053412	-1	-1	-1	1	1	1
1.02868852	2.05053412	-1	1	1	1	1	1
1.02868852	3.0744385	1	1	1	1	1	1
0	3.0744385	-1	-1	-1	1	1	1
0	2.04465127	-1	-1	-1	1	1	1
0	1.02390438	-1	-1	-1	1	1	1
0	1.02390438	-1	-1	-1	1	1	1
1.02307692	0	1	1	1	1	-1	-1
2.04529914	0	-1	1	1	1	-1	-1
2.04529914	1.03065134	-1	1	1	1	-1	-1
2.04529914	1.03065134	1	1	1	1	1	-1
2.04529914	2.0535521	1	1	1	-1	-1	-1
1.02222222	3.09952911	1	1	1	1	-1	-1
0	3.09952911	1	1	1	1	-1	-1
0	3.10704571	1	1	1	1	1	-1
0	3.10704571	-1	-1	-1	1	1	1
1.02307692	2.08414495	-1	1	1	1	1	-1
1.02307692	2.06080945	-1	1	1	1	1	1
1.02307692	2.06080945	-1	-1	-1	1	1	1
1.02307692	2.0490566	-1	-1	-1	1	1	1
1.02307692	2.0490566	-1	-1	-1	1	1	1
0	2.0490566	-1	-1	-1	1	1	1
0	1.02641509	-1	1	1	1	1	1
0	2.05177741	1	1	1	-1	-1	-1
0	1.02536232	1	1	1	-1	-1	-1
0	1.02536232	1	1	1	1	-1	-1
1.0212766	1.02536232	-1	1	1	1	1	-1
1.0212766	1.02536232	1	1	1	1	-1	-1
1.0212766	0	1	1	1	1	-1	-1
1.0212766	0	-1	1	1	1	1	-1
1.0212766	0	1	1	1	1	1	1
0	0	1	1	1	1	1	-1
0	0	1	1	1	1	-1	-1
0	0	1	1	1	-1	-1	-1
0	0	1	1	1	-1	-1	-1
1.02173913	0	1	1	1	1	-1	-1
2.05570139	0	-1	-1	-1	1	1	1
2.05570139	0	-1	-1	1	1	1	1
3.08262447	0	1	1	1	1	1	1
3.08262447	0	1	1	1	1	-1	-1
2.06088534	1.02723735	1	1	1	-1	-1	-1
1.02692308	1.02723735	1	1	1	1	-1	-1
1.02692308	1.02723735	1	1	1	1	1	-1
1.02307692	1.02723735	-1	-1	-1	1	1	1
1.02307692	2.06838961	1	1	1	1	-1	-1
2.04606543	1.04115226	-1	1	1	1	1	-1
3.06914235	1.04115226	-1	-1	1	1	1	1
3.06914235	1.04115226	-1	-1	1	1	1	1
2.04606543	1.04115226	-1	-1	-1	1	1	1
2.04606543	0	-1	-1	1	1	1	1
1.02307692	1.02316602	-1	1	1	1	1	1
0	2.04615453	-1	-1	1	1	1	1
0	3.07307761	-1	-1	-1	1	1	1
0	4.09959276	-1	-1	-1	1	1	1
0	4.09959276	-1	1	1	1	1	1
0	4.12404579	-1	-1	1	1	1	1
0	3.10105728	-1	1	1	1	1	1
0	2.0741342	-1	-1	1	1	1	1
0	1.04761905	-1	-1	1	1	1	1
0	1.04761905	1	1	1	1	1	1
0	1.03546099	1	1	1	-1	-1	-1
1.02333333	1.03546099	1	1	1	1	-1	-1
2.04706214	1.03546099	1	1	1	-1	-1	-1
3.08178436	1.03546099	1	1	1	-1	-1	-1
4.10321293	1.03546099	1	1	1	-1	-1	-1
4.10321293	0	1	1	1	-1	-1	-1
3.0798796	0	1	1	1	1	-1	-1
2.05615079	0	-1	-1	1	1	1	1
1.02142857	0	1	1	1	-1	-1	-1
0	1.03461538	-1	1	1	1	1	1
1.02651515	1.03461538	-1	1	1	1	1	1
1.02651515	2.05787119	1	1	1	1	1	-1
1.02651515	3.08887894	1	1	1	1	-1	-1
1.02651515	3.08887894	1	1	1	1	-1	-1
1.02651515	3.0849149	1	1	1	-1	-1	-1
0	3.0849149	1	1	1	-1	-1	-1
1.02641509	2.06165909	1	1	1	1	1	1
2.05013051	1.03065134	1	1	1	1	-1	-1
2.05013051	1.03065134	1	1	1	-1	-1	-1
2.05013051	0	1	1	1	-1	-1	-1
2.05013051	1.02371542	-1	1	1	1	1	-1
1.02371542	2.06916997	1	1	1	1	1	-1
0	3.09316997	1	1	1	1	1	-1
0	3.09316997	-1	1	1	1	1	1
0	3.09316997	-1	-1	1	1	1	1
0	3.09779463	-1	-1	-1	1	1	1
0	2.05234008	1	1	1	-1	-1	-1
0	1.02834008	-1	-1	1	1	-1	-1
0	1.02834008	1	1	1	-1	-1	-1
0	1.02834008	1	1	1	1	-1	-1
1.02766798	0	1	1	1	-1	-1	-1
1.02766798	0	1	1	1	1	1	1
1.02766798	0	-1	1	1	1	1	1
1.02766798	0	-1	-1	1	1	1	1
1.02766798	1.03688525	-1	-1	1	1	1	1
0	1.03688525	-1	-1	-1	1	1	1
0	1.03688525	1	1	1	1	-1	-1
1.02307692	1.03688525	1	1	1	1	1	-1
1.02307692	1.03688525	1	1	1	1	-1	-1
1.02307692	0	1	1	1	-1	-1	-1
1.02307692	0	1	1	1	-1	-1	-1
1.02307692	0	-1	-1	-1	1	1	1
1.032	0	1	1	1	-1	-1	-1
1.032	1.03984064	-1	-1	1	1	1	1
1.032	1.03984064	-1	-1	1	1	1	1
1.032	1.03984064	1	1	1	1	-1	-1
1.032	1.03984064	-1	-1	1	1	1	1
0	1.03984064	-1	-1	1	1	1	1
0	0	-1	-1	1	1	1	-1
1.03529412	0	1	1	1	1	-1	-1
1.03529412	0	1	1	1	1	1	1
1.03529412	0	-1	-1	1	1	1	1
2.05900954	0	-1	-1	-1	1	1	1
2.05900954	0	-1	-1	-1	1	1	1
1.02371542	0	-1	-1	-1	1	1	1
1.02371542	0	-1	-1	-1	1	1	1
1.02371542	1.03875969	-1	-1	-1	1	1	1
0	1.03875969	-1	1	1	1	1	-1
0	1.03875969	1	1	1	-1	-1	-1
0	1.03875969	1	1	1	-1	-1	-1
0	1.03875969	-1	1	1	-1	-1	-1
0	0	-1	-1	-1	1	1	1
0	0	-1	-1	1	1	1	1
1.02222222	0	-1	1	1	1	1	-1
1.02222222	0	1	1	1	1	-1	-1
1.02222222	0	1	1	1	1	1	-1
1.02222222	0	1	1	1	-1	-1	-1
1.02222222	0	1	1	1	1	1	-1
0	0	1	1	1	1	-1	-1
0	0	1	1	1	1	-1	-1
1.04166667	0	1	1	1	-1	-1	-1
2.08854167	0	1	1	1	1	1	1
2.08854167	1.025	1	1	1	1	1	1
3.11676748	1.025	1	1	1	1	1	1
4.13701039	1.025	1	1	1	1	1	-1
4.14024168	1.025	-1	1	1	1	1	1
3.09336668	2.06008772	-1	1	1	1	1	1
4.11455312	1.03508772	-1	-1	1	1	1	1
3.08632731	1.03508772	1	1	1	1	1	1
2.0660844	2.1173388	1	1	1	1	1	1
2.06250875	2.1173388	-1	-1	-1	1	1	1
2.06250875	2.11255411	1	1	1	1	1	1
1.04132231	3.13313024	1	1	1	1	1	1
1.04132231	3.13313024	1	1	1	1	-1	-1
1.04132231	3.08806924	1	1	1	1	-1	-1
0	4.14223591	-1	1	1	1	1	-1
0	3.11193288	1	1	1	1	-1	-1
0	3.12839379	1	1	1	1	-1	-1
0	3.12839379	1	1	1	-1	-1	-1
0	2.09120371	1	1	1	-1	-1	-1
0	1.03703704	1	1	1	-1	-1	-1
0	1.03703704	1	1	1	1	1	-1
1.06779661	0	1	1	1	-1	-1	-1
1.06779661	1.09545455	1	1	1	-1	-1	-1
1.06779661	2.12993731	1	1	1	-1	-1	-1
1.06779661	3.15186713	1	1	1	1	-1	-1
1.06779661	4.1785338	1	1	1	1	1	1
0	4.1785338	-1	-1	-1	1	1	1
1.02202643	3.08307925	-1	-1	1	1	1	1
1.02202643	3.07514516	-1	1	1	1	1	1
1.02202643	2.05321534	-1	1	1	1	1	1
1.02202643	1.02654867	1	1	1	1	1	-1
1.02202643	2.0611807	1	1	1	1	1	1
0	2.0611807	1	1	1	1	1	1
0	1.03463203	-1	1	1	1	1	-1
0	2.09657893	-1	-1	1	1	1	-1
0	3.11785553	1	1	1	1	-1	-1
0	3.10864723	1	1	1	-1	-1	-1
0	4.13385731	1	1	1	-1	-1	-1
0	5.15906739	1	1	1	1	-1	-1
0	4.09712049	1	1	1	-1	-1	-1
0	4.09667722	-1	-1	1	1	-1	-1
1.02953586	3.07125349	-1	-1	1	1	1	-1
1.02953586	2.04604341	-1	1	1	1	1	-1
1.02953586	2.04210993	-1	-1	-1	1	1	1
2.05081246	2.04210993	-1	-1	-1	1	1	1
2.05081246	1.0212766	-1	-1	1	1	1	1
1.0212766	1.0212766	-1	1	1	1	1	1
2.042285	1.0212766	1	1	1	1	1	-1
3.06311833	0	1	1	1	1	1	-1
2.04184173	0	1	1	1	-1	-1	-1
3.0710084	0	1	1	1	-1	-1	-1
3.0710084	1.03004292	1	1	1	-1	-1	-1
3.07136752	1.03004292	1	1	1	1	1	1
3.07246401	1.03004292	1	1	1	1	1	1
3.07246401	1.03004292	1	1	1	1	1	1
2.04329734	2.06200639	1	1	1	-1	-1	-1
3.07399909	1.03196347	1	1	1	-1	-1	-1
2.05263157	2.06392694	1	1	1	1	1	1
2.0783208	2.06392694	1	1	1	-1	-1	-1
2.0783208	2.06392694	1	1	1	-1	-1	-1
2.0783208	1.03196347	1	1	1	1	1	1
2.0981241	1.03196347	-1	-1	-1	1	1	1
2.0981241	1.04731183	-1	-1	-1	1	1	1
2.0771991	1.04731183	-1	-1	1	1	1	1
2.0771991	1.04731183	1	1	1	1	1	1
3.1071991	1.04731183	-1	-1	1	1	1	1
3.07710221	1.04731183	1	1	1	1	1	1
3.07710221	0	-1	-1	1	1	1	1
2.05040816	1.02268041	-1	-1	-1	1	1	1
2.05040816	1.02268041	-1	1	1	1	1	1
1.02040816	2.07268041	1	1	1	1	1	-1
1.05829596	2.07268041	1	1	1	-1	-1	-1
2.11385152	2.07268041	1	1	1	-1	-1	-1
2.11385152	2.09901961	1	1	1	1	1	1
3.13800611	2.09901961	1	1	1	1	1	-1
3.13800611	2.07843137	1	1	1	1	-1	-1
2.07971015	2.07843137	1	1	1	-1	-1	-1
1.02415459	3.12212069	1	1	1	1	-1	-1
1.02415459	3.10222729	-1	-1	1	1	1	1
1.06403941	3.10222729	1	1	1	-1	-1	-1
1.06403941	3.12992976	1	1	1	-1	-1	-1
1.06403941	4.15963273	1	1	1	-1	-1	-1
1.06403941	4.14033365	-1	-1	-1	1	1	1
1.06403941	3.11120744	-1	-1	1	1	1	1
0	3.11120744	-1	-1	-1	1	1	1
0	2.05409321	-1	1	1	1	1	1
0	1.02439024	-1	-1	1	1	1	1
0	0	1	1	1	-1	-1	-1
0	1.03431373	1	1	1	1	-1	-1
0	1.03431373	1	1	1	-1	-1	-1
0	1.03431373	1	1	1	-1	-1	-1
0	2.08431373	1	1	1	1	1	-1
